emotion,text
Anger,"Debora P Volpin, 50 años, acaba de darse cuenta de la pobreza /conventillos, a pesar de que era conductora, NO PERIODISTA. En A fuego lento"
Anger,@estevograndal @DDominguez_10 @carlosbertalo_ El palo  no va a funcionar subnormal😤
Anger,@p_legancemodels @Lenin El voto más vergonzoso y repugnante de mi vida.
Anger,Arroba Hathor quedé re ofendida.
Anger,"@RACCAR Claro, por eso Guilty Gear Xrd o Dragon Ball FighterZ son una caca... #Ironía"
Anger,"Pon a cantar rancheras a Vicente Fernández y José José. Uno no domina el género, sería 1 encuentro ridículo. Lo mismo pienso de esta ""pelea"""
Anger,¡Sólo no me ignores! —otro pisotón. Ya está con el berrinche—.
Anger,"Despertar a esta hora y sin sueño, es un insulto para mis 8 horas de descanso."
Anger,Indignación en España por declaraciones que comparan a aztecas con nazis 10:19 am
Anger,Que indignación le tengo al chabón que me dijo prostituta por llevar puesto un cancán calado. La puta que te parió. Ni que fuera de red man.
Anger,La verdad que azco me da que manchen algo tan lindo y encima lo hizo de resentido por que tienen un video de el garchando con un traba
Anger,Se ponen a vender twits y todavía se indignan 
Anger,@radiolared @califidalgo @soymarcelobaffa Q pedazo de caripelas 
Anger,"Camila no dejaba de reírse, terrible😂"
Anger,"Estoy un poco deprimido, me acordé de cosas que me hicieron en mi pasado que aún no logro superar pero me ayudaron a ser mejor persona 💔🤨"
Anger,"Se la dan de hombrecitos y mujercitas en Yodel, bien que si te tienen en frente no le dan los huevos para decirte las cosas, q pena dan ajaj"
Anger,Para que me hablas si dices que te amargo !? 🙄🙄 ni modo ya bye alv
Anger,Aquí lo que importa eres tú #ironía??
Anger,"@ArturoVilla_ @InakoDiazGuerra Con todo los estudios que presumes, no sabes hablar sin insultar?"
Anger,"Me gustaría tomarte en serio, pero hacerlo seria ofender tu inteligencia."
Anger,Que horror jamás sentirte suficiente
Anger,@etronvar @MikeJoestar Chicos dejen de tomarse un post en joda tan en serio
Anger,Si van a insultar por chat al menos háganlo con buena ortografía.
Anger,Es solo enojo por no por comprenderte u.u
Anger,"¡VIDA, QUÉ QUIERES DE MÍ! ¡YA NO TENGO NADA MÁS QUE VOMITAR! "
Anger,"@NattyMore @Mum1112 Dije las (coshas) plural,mal pensadas no me gustan las ostras 😡"
Anger,@MarioJinset @sergiomaeko @ledicenkar Como discutirle a Yisus?  
Anger,4 Temporadas 4 temporadas para que se dieran el primer beso y yo emocionado como niño con una paleta del chavo. Algo va mal en mi vida.
Anger,"Tremenda bronca, mejor me voy a dormir para no matar a nadie"
Anger,Cpn lo grave y preocupante que es la herida de Jaemin se burlan así lpm my boy deserves better
Anger,"Me enoja que me agarre imsomnio cuando no dormimos juntos 😠 No tengo a quien abrazar, ni molestar porque no puedo dormir "
Anger,Muchos entre mas tienen mas ambicionan y los pies se les alejan de la tierra por que ya no les importa que les pase a los demas egoistas 
Anger,"He tomado la decisión de no utilizar Waa por un tiempo, no debo explicaciones a nadie del por qué lo he hecho. Hay muchos ardidos por eso. 😅"
Anger,"Entramos con mi sobrina a mi cuarto, prendí la luz y ella dijo HOLAAAAA! a quién mierda saludó? "
Anger,Bojan no me tiene contenta.
Anger,Por que el te grite por algo  no significa que te tengo mas que desagradable con migo 😣😒😒
Anger,"@AiNoSenshiYunie @darkzent Que triste que piense asi hombre, sigale hechando caca a los de morena mejor"
Anger,"#CAPRICORNIO se puede irritar por cualquier cosa, incluso por tonterías, así que cuidado con QUÉ tonterías dices o haces."
Anger,@alexlozano779 Que malooooo 
Anger,Golpeas pataleas y haces berrinche porque no quiero ser tu novio 😝#JustFriends
Anger,Vivo de mal genio y esta mierda me tiene mas amargada
Anger,"Por lo general no critico ese tipo de cosas, pero... Wtf la gente rumbeando hoy? Como si mañana fuese un día festivo"
Anger,"@btiradotrad Te iba a decir algo de la palabra ""Empoderado"", pero resulta que está admitida por la RAE y ahora estoy enfadado con la RAE :("
Anger,"@IvanSalum2 Yo también,  pero sigo un poco enojada"
Anger,"Vivir amargado, estresado, impaciente o triste no tiene sentido. No tiene ningún sentido instrumental. Nada se va a lograr en esos estados."
Anger,"Che no hablando en serio, la joda se cancela. pd: tuccio chupapija"
Anger,"Hasta con una traba encima montan videos en Instagram, no tienen temor de Dios. No respetan oiga."
Anger,"@Miguelrs170 Ay enserio sii lo odiiiiiiio jajajajajaja, pero se ve bien nice "
Anger,"@ReniGenzano No entiendo que es lo que te causa risa, ballena mantenida 😒❤️"
Anger,"@marcoporchile @sebastianpinera El viejo truco de mentir, mentir...millones? El primo es dueño? Tan desesperado Marquitos ??"
Anger,No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy 100% indignada yo también.
Anger,Más ansiosa que nunca tramitame 43 litros de lejia
Anger,Los problema del comunismo se resuelven con capital #LaUnicaVerdad #Ironia #Estafa
Anger,"Me acuerdo que mañana viene la señora y me enojo porque me tengo que levantar temprano pero pues tq sra lidia, si no la casa fuera un asco 😢"
Anger,Para tapar un desaguisado monta uno que parezca mayor  Y el 1-O parece hermoso. 
Anger,Así con razón se me cae tanto el pelo con tanto Disgusto que me dan estos hijos de puta.
Anger,"No entiendo si no me duermo por manija, por pelotuda o porque estoy muy bajón+enojada! No se, yo ya no se 😣"
Anger,"@Oskhar111099 Donde estaba independiente es lo que te digo!!! Cómo jugaba, eran horrible, este es el mejor independiente de los últimos años"
Anger,Me corte mi deditoooo!!😣 malditas pastillas buscare venganza haha 😄
Anger,La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 
Anger,"—da un pisotón en el suelo y coloca los brazos en jarra, todo ofendido—. ¡Oe! ¡Oxigenada!"
Anger,"@xSilenceDoctor « pinta de ser un caos provocado por el adolescente fugado, quien poco a poco iba espabilando por los lametones del perro »"
Anger,"Que horror, llegue a donde NO QUERIA! Ya valí."
Anger,se me ha caído medio vaso de leche casi hirviendo en la mano   buenos días
Anger,"Quizás antes de provocar linchamientos públicos podríais buscar algo más de fundamento que el ""me lo dijo no se quién""."
Anger,@CalebMcKena_RF Pero.. era necesario que dijeses todas esas cosas? Creí que era una venganza
Anger,@_FranciscoB77 Si estas resentido la concha de tu hermana te importan mas que yo esas mugrientas
Anger,"Muero de la risa escuchando a Esdras como le tira a Mel,  en lo que quedaron, es terrible los políticos en este país."
Anger,ALIVIANATE CON LIVIA cuantas veces te dije llorando no juegues conmigo ni me eches mentiras
Anger,-Cuando Ekmarim le gritaba una parte de él se enfurecía pero por otra se le notaba abatido... todos estos meses encerrado y solo +
Anger,@TAMARA_SUJU Este como que se fumo una lumpia o esta cansado
Anger,cansada de la gente
Anger,Se ve que es hiper difícil preguntar en lugar de que te llueva el cabreo de la otra persona y encima llamarle amargado. xD
Anger,yo preocupada por lo q le paso y el ni la hora me dice 💔😣
Anger,Que lluvia de mierda 
Anger,Los martes yo estaba bien😡 no tenía ni que venir aquí a joder 
Anger,"Una nena de 9 años q dice “me quiero morir, me dicen gorda” e intenta suicidarse tomando pastillas.Q MAL ESTAMOS X FAVOR! #Tristeza"
Anger,Que rabia sentirme preocupada y no poder evadirlo😬😡
Anger,@ArgTylerPosey @DEMIF4NCY Esto es deprimente :'(
Anger,En momentos de cansancio como este me dan ganas de renunciar
Anger,"Ando resentida, mejor me voy"
Anger,Ayyy que horror casi entro a wpsss
Anger,"Tu mamá en vez de dar a luz dio oscuridad, pinche morra."
Anger,"Yo no hago las cosas para ""callar bocas"", yo las hago por satisfacción propia, locas."
Anger,Ayer antes de irme me salió lo de la escoba y hoy cuando me levanto sigue todo igual. 
Anger,@LasMayores Pues falta Osuna o que ser mexicano no cuenta como latino? ⚾😡😉
Anger,"Camaño dando clases, habiendo comprado su título a los 60 años "
Anger,Voy a dormir seis horas y luego clase de 8 de la mañana y no termino el día hasta que acabe el curso a las 22:00. Bieen #ironia
Anger,"@NTN24ve Este narco es impresentable...además de narco y corrupto... sólo sabe amenazar. Ordinario, además."
Anger,"@sergioulloa1 Que indignación 😠, con esa plata podrían sacar a cuantas familias de la pobreza"
Anger,Hay que darlo todo hasta cuando estás enfadada
Anger,Dudes! Neta que se necesita estar bien pendejitos de la cabeza si piensan que con snaps asquerosos provocarán algo en una mujer.
Anger,Si hay que ir se va.... a las 20 nos vemos #castellers #xiquetstgn #rabia #orgull
Anger,Nunca jueguen con mi ansiedad
Anger,"Estaba furioso de no tener zapatos; entonces encontré a un hombre que no tenía píes, y me sentí contento de mi mismo"
Anger,"La gente siempre piensa que los estoy mirando mal. Yo no miro mal a nadie, tengo cara de amargado y ya."
Anger,tengo tanta bronca junta q voy a terminar llorando lpm
Anger,"Cada vez que digo pongo el pc y me pongo a estudiar, truena. #tormenta "
Anger,"Mi superagenda handmade me dice hoy:""Por cada minuto que estas enfadada pierdes sesenta segundos de felicidad""😀😀😀"
Anger,no me tiro para atras no me importa quien sos no sean tan cobarde y boxea con este chabon 🎶😛
Anger,"He soñado que me declaraba a un chaval, después de salvarle la vida, y me rechaza porque estoy ""rellenita"". Decía que no era por ofender »"
Anger,"supongo que una se cansa de hacer daño y huye como una cobarde (te dejé de seguir bloqueándote y desbloqueándote, no entré en tu cuenta)"
Anger,"@MPvenezolano Pronto la veremos en un tribunal y destituida por corrupta y traidora, por su inacción y complicidad en el terrorismo!!!"
Anger,Yo y mi suerte para cruzarme con chabones con hijas y las hermosas madres celosas👏👏😡
Anger,"Es absurdo sobre todo porque la gente y me incluyo esta enfadada, nadie se hubiera enfadado si hubieran retrasado Baby Driver."
Anger,".@NicoleCav18 es la peor, se tiro al sofá a ver Master chef mientras Paola y yo hacemos la maqueta. #INDIGNADA"
Anger,"@Clentrus @DalasReview lo consideras alguien terrible,pero¿te das cuenta de lo que escribes?"
Anger,@xjoseluis Ya sé 😠
Anger,"Al que no ha visto, no le consta. Por ende no inventen chismes "
Anger,Como cuando le dices a tu mamá que la amas pero te deje en visto 😟
Anger,"@xBxnsheeAriel @LobaDxlDesierto @psychofhabit Pero ella es mala mami, muy muy mala * digo mirando a Corrida enfadada*"
Anger,O la gente confía demasiado fácil en otra gente o yo soy súper desconfiada. Me tiro por la segunda
Anger,"Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos."
Anger,"Primer Disgusto del día. Me acaban de comunicar un robo en el colegio. Se han llevado, al menos, un ordenador. Suma y sigue, por desgracia."
Anger,"Por ser Familiar de un corrupto, ladrón y asesino del gobierno, tengo que jalarle bolas y defenderlo? Eso si es Tener dignidad! #sarcasmo"
Anger,"Pero la verdad es que por muy mierda que sea la Selecta, nos da más alegría que los 84 hijos de puta que solo van a ver porno a la AL (2/2)"
Anger,Ese tema de que Leo Castro está ansioso y por eso no marca ni por error ya no se lo traga ni tu Abuela; El nivel es PERVERSO!!
Anger,Odio ser tan ansioso
Anger,@malditaternura @atvpe A sacar todo el juego entre el terrorismo de estado y SL; en tanto muchos inocentes morían
Anger,@bahia_mall En @ElAlbanBorja no hay ñengosos!!! 
Anger,@los14polichacao Lamentablemente a este gobierno no le importa paren la huelga. Los necesitamos vivos
Anger,"Lo quise correr a Matias y me sangró la boca, tan agradable mi novio"
Anger,@MatiasM0106 Estoy ofendida porque me clavaste el visto sabes? Asique anda con ellos
Anger,@edufeiok ESE PHOTOSHOP AMERITA UNA DENUNCIA ! TE ESTÁ CALIFICANDO DE NAZI Y ESO ES UNA INJURIA GRAVE!
Anger,@kaarenganem Tú no te hagas la graciosa que si los pides
Anger,Me da cualquier rabia que nadie linchó a @MarisolTurres cuando dijo que habían violaciones violentas y no violentas. Vieja ridícula.
Anger,brayand y yo no nos podemos  juntar porque la descargamos  con todo el mundo 
Anger,Lcdsm tengo sueño pero no me puedo dormir 😤
Anger,Me puse a llorar de mal y después paraba enojada y decia soy fuerte. Que onda Es como si el diablo me quiere mal y Dios me dice no caigas❤
Anger,Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros.
Anger,@ruizjavier21 @Segoviadanilo Cuando estés aquí 😡
Anger,Y esto de la recuperación a casi una semana... Imposible !! #Dolor #desolación #angustia  #tristeza  #perdida #muerte #impotencia
Anger,Como se atreve a venir a mi casa asi como asi 
Anger,@ElyangelicaNews @osmarycnn Mira pues... Tan tímido que es..  SIN VERGÜENZA
Anger,Cuando lea esto se va a ofender porque no le dije que seguía despierta jjkjajsjs ay
Anger,Ah no. Pasa lo mismo otra vez y me voy a enojar 
Anger,"Es que esta es la venganza porque cuando estaba en mis años mozos, no me salían nunca"
Anger,Hace Envenenar!!! MAL
Anger,4 niños escapan del sename 2 presos x robo balón gas y drogados no querrían suicidarse? niño grave cae desde 15 mts y nadie se presenta trib
Anger,Cómo me enferrrrman estás cosassss 
Anger,"Temblores,huracanes,el popo activo y ahora Sofía Niño de Rivera cancela su show? #CuantosMasEPN #FuerzaMexico #Sarcasmo 😒#ParaSerHonestosYo"
Anger,"Pierna de mierda ,cansada de no poder hacer cosas que antes la hacía tan fácil "
Anger,cuando le erras a las teclas...#Rabia #Traición #Histeriquismo
Anger,Ohhh hasta se me fue el sueño del Disgusto 😔
Anger,Pa es una pesadilla
Anger,@DavidChoro Y mira que para que te espanten a ti.... 😈 
Anger,"@luciamcias La vida esta enojada conmigo, yo soy feliz"
Anger,"@AMERICA_1916 A pesar de ser chivista, si es buen jugador lo que pasa es que falla demasiadas, le falta ser un poco autocrático y humilde."
Anger,Que partido se me fue de las manos la concha de la lora 😠
Anger,"Estoy cansado de estar en mi casa haciendo nada, necesito trabajar."
Anger,@RamsesGirala Pero que pez amargo que sos...
Anger,"@la_iguanatv mariguanita, cuando te llegue la ley no te pongas a llorar como una marica. Se te nota la cara de pargo."
Anger,Que perra del orto no para mas de torear
Anger,Me enfurece la gente que desconoce la importancia de cada delegación en la Cd de México #ira 😠
Anger,@AngelSalFollas @rbr22recre @el_pais Insultar es que no te paguen.
Anger,Si hay algo que me da rabia es sentir que estoy perdiendo el tiempo con algo o alguien.
Anger,ver esas transmisiones de crunchy es peor que pasar oyendo esa horrenda canción que se hizo popular en este hemisferio
Anger,El corazon helado como puede ser? si dentro de mis venas fluye sangre hirviendo.
Anger,Si iaso por tu lado y no te saludo nq  o tomes como enojo que los amores q e se quieren se saludan con los ojos.
Anger,"@loveslywatson omg me paso lo mismo la otra vez, tremendo moretón en él culo me hice"
Anger,Hoy mi tl de facebook podría llamarse perfectamente @lesssad enfurecida
Anger,@TubinoCarlos @KeikoFujimori Bah..solo vi la resentida de siempre!
Anger,A veces no sé como hago para hablar tantas cagadas con total naturalidad... 
Anger,@lidia04j @pccomponentes vas a ir enfadada?
Anger,Terrible día pasé hoy 😊❤❤
Anger,"@samario2 @YFERLEYHR @petrogustavo Habla de Terrorismo y se esconde detrás de un nick falso, pobre Uribestia ardido"
Anger,ness no te pienso responder toy enojado.
Anger,@Silviu60477039 @Jorgerdz10Jorge @ohmymbappe @HaunterDice @Pedrodj047 @As_TomasRoncero Mola insultar a culerdos.😬😀
Anger,@DebRyanShow #RAYITO tengo cansada la vista estube todo.el.dia en el cel espredando algo nuevo
Anger,"Bloqueo el cel, al rato lo desbloqueo y ya me comió mitad batería "
Anger,"Me tiene cansada, te deseo lo peor pero yerba mala no muere 😠"
Anger,Sé que no es una ofensa pero me la voy a tomar como tal. @suicidiofeliz
Anger,"Vaina pa'ridícula y patética, publicidad d locas jalabolas llorando porq se les quemo la casa, sólo se salvó cuadro dl HDP difunto. #Susto 😝"
Anger,Ya me desperté jajajaja lpm.. Por lo menos un poco menos enojado
Anger,"@KidGuilty @cathy Todos pedíamos que volviera hasta un HT tenía, volvió,hizo sus descargos y fue peor  #DonPicoDeOro "
Anger,Ahora pasé de estar enojada a decepcionada
Anger,"Nadie está en las calles armando escándalo, el puro desorden es el que está poniendo la guardia ""civil"" #ironico"
Anger,Me hare el enojado celoso nomas para darle el gusto 😊😂 jajaj #pendeja
Anger,Estoy hirviendo de la arrechera
Anger,"Ojalá encontrar una buena película de terror, ahora son todas más falsas que las tetas de vicky"
Anger,Respeto la libertad de expresión; la defiendo... Lamentable que algunos encuentren divertido mofarse de la muerte de alguien. Quien sea.
Anger,"Si mensa, se nota tu desesperación ya todos lo notamos ntp"
Anger,Preguntame si vamos a ir con toda la furia este sab
Anger,Me hacen envenenar esos culiados que se hacen los puertoriqueños que problema tenes en el cerebro
Anger,"La vida no tiene sentido Cuándo le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭"
Anger,@gigif3 Fue gracioso me vio con cara de mierda y ahora que hago
Anger,Ahora se me perdió la piroba excusa.
Anger,"@SraruizruthRuth Si obvi y no lo digo por él, lo digo por algunas que ayer subian el de la piscina etiquetando a Aylén y me dio mucha rabia"
Anger,@ClaudiaLopez 😒 wow! Alguien debía descubrirlo #sarcasmo
Anger,"@Bordeline10 tampoco me interesaba la verdad , solo que soy demasiado bueno recordando caras . No tengo ningun otro “talento” "
Anger,"Liar , liar , liar "
Anger,y ella tenía un re orto podría ver triste cansa pero tenía terrible orto
Anger,No me gusta desear el mal pero... Ojala todo le vuelva 
Anger,Si esta bien que sean vacaciones PERO NO esta cool poner musica punchis punchis a todo volumen en miércoles para el deleite de tus vecinos✖️
Anger,"Aparte de tener buen cuerpo, ¿qué más ha hecho @JenSelter ? Porque no me explico tanto alborozo..."
Anger,@IgnacioIriarte @pantxus Todaesa gente es dl terror.Yo escuchaba a la vocera y quede espantada. Hittler no seria peor que ella.
Anger,"Imagino la indignación, preocupación y rabia de turistas que eligieron Perú para disfrutar y al final pasarla mal. La indiferencia es peor."
Anger,@Irene_Montero_ Es el dinero de todas y debe responder. Que indignación y q impotencia.
Anger,"Tantas cosas por las cuales quejarse y ustedes se quejan de eso, qué hijueputez."
Anger,Me hace envenenar mi vieja
Anger,"@rodaned contestaste con un insulto, por eso te pregunto si estas nervioso"
Anger,"Verga, la quema de gas en pdvsa yagua está heavy, no tan heavy como las colas por el gas. #ironia"
Anger,@vaneguide @Lenin Me siento indignada 😠😠😠
Anger,"@gealintia ya pero tampoco es algo con lo que sentirse ofendido idk, ojala yo ser de ahi"
Anger,No me tientes Santanaaaassssss 
Anger,"@Supervivientes Un vago redomado que al principio hacia gracia, perdió kilos y perdió gracia, las dos cosas, al final es un resentido pelota"
Anger,"No lo veo como venganza, es más como justicia poética, espero..."
Anger,@djscaracas @joseolivaresm @cesaralonsoUNT @stalin_gonzalez @unidadvenezuela q susto eres un lame perros solo eso .
Anger,no me contesta y me enojo mas de lo ya estoy
Anger,Con la facilidad que ciertas personas me cambian el humor es tremendo.
Anger,es una persona PELIGROSA y con mucho poder encima
Anger,"Soy muy impulsiva, en el momento que me enojo digo cosas que después me termino arrepintiendo"
Anger,"Y apuntan y disparan y diana. Y un camino que fue llano es ahora sangre, ira, incendio en el vientre, lluvia en la mirada, obstáculos."
Anger,"Eres azúcar amargo , delirio y pecado✨"
Anger,Hay momentos que el cansancio emocional es tan grande...
Anger,"que no me para ni dios, ya me cuenta que estando serio es como estar enfadado, pero mas bestia, asique nada, ahora me voy+"
Anger,"@SoyGroupie lo peor es que si quiere hacer algo lo va a hacer, es un tipo super peligroso y hoy quedó demostrado. ojalá se muera por favor"
Anger,@radionica como era la anterior tanda me perdí el.nombre de la canción donde decia con. La fuerza de la rabia gracias
Anger,"Menos mal que #Guardiola era el peor técnico que había pasado por el Bayern, decían. #sarcasmo #Guardiolamiamor #ChaoAncelotti"
Anger,Me pronostican lluvia toda la semana. #Depresión
Anger,No la voy a odiar tanto a ver si mi hijo/a no sale igual a ella 
